post_id,post_date,is_published,email_sent_at,inbox_sent_at,type,audience,title,subtitle,podcast_url
195372654.one-little-sun-how-we-built-an-ai,2026-05-26T16:36:38.320Z,true,2026-05-26T16:36:38.512Z,2026-05-26T16:36:38.512Z,podcast,everyone,One Little Sun: How We Built an AI-Powered Counting Song for Early Learners,What a children’s song about numbers taught us about what generative AI can do for classrooms that need it most.,
195364884.bringing-colors-to-life-how-we-used,2026-04-24T17:20:47.193Z,true,2026-04-24T17:20:47.333Z,2026-04-24T17:20:47.333Z,podcast,everyone,Bringing Colors to Life: How We Used AI to Build an Early Learning Experience,And why the future of educational content might look a lot like this.,
194803355.i-let-ai-sound-like-me-heres-what,2026-04-20T14:55:46.334Z,true,2026-04-20T14:55:46.481Z,2026-04-20T14:55:46.481Z,newsletter,everyone,I Let AI Sound Like Me. Here's What It Took.,,
194222499.the-wand-without-the-wizard,2026-04-15T14:36:13.765Z,true,2026-04-15T14:36:13.933Z,2026-04-15T14:36:13.933Z,newsletter,everyone,The Wand Without the Wizard,Open-source AI can give every child better pitch feedback. It cannot give them a music teacher,
193854652.the-precision-of-honest-work,2026-03-01T03:56:07.000Z,true,,,newsletter,everyone,The Precision of Honest Work,,
193854465.science-without-memory,2026-03-15T01:02:13.000Z,true,,,newsletter,everyone,Science Without Memory,,
193854464.in-a-system-that-remembers-everything,2026-03-15T16:49:21.000Z,true,,,newsletter,everyone,"In a System That Remembers Everything, Who Owns the Mistakes?",,
193854391.building-a-smart-brain-for-jobsekr,2026-03-13T18:02:22.000Z,true,,,newsletter,everyone,Building a smart brain for jobsekr,,
193740158.the-quiet-revolution-how-ai-is-becoming,2026-04-14T02:48:14.442Z,true,2026-04-14T02:48:14.598Z,2026-04-14T02:48:14.598Z,newsletter,everyone,The Quiet Revolution: How AI Is Becoming the Most Powerful Volunteer in the Room,AI tools are not replacing the heart of humanitarian work. They are giving that heart more time to beat.,
192759389.the-most-natural-language,2026-03-31T19:30:54.249Z,true,2026-03-31T19:30:54.437Z,2026-03-31T19:30:54.437Z,newsletter,everyone,The Most Natural Language,What the developing brain is actually doing when a three-year-old demands the same song for the fortieth time,
191415179.subby-a-complete-substack-writing,2026-03-18T21:22:11.862Z,true,2026-03-18T21:22:12.011Z,2026-03-18T21:22:12.011Z,newsletter,everyone,Subby — a complete Substack writing assistant,"I've Written Hundreds of These Prompt-based tools for writing, research, music, and teaching. Subby is the free sample.",
191414931.devproof-prove-your-code-build-your,2026-03-18T21:18:58.295Z,true,2026-03-18T21:18:58.407Z,2026-03-18T21:18:58.407Z,podcast,everyone,DevProof: Prove Your Code. Build Your Credibility.,Dhruv built a thing. ,
191158432.the-woman-the-yard-sent-children,2026-03-16T18:30:57.090Z,true,2026-03-16T18:30:57.350Z,2026-03-16T18:30:57.350Z,newsletter,everyone,The Woman the Yard Sent Children To,Introducing Nana Coree,
190906968.introducing-theoristai,2026-03-14T03:47:55.003Z,true,2026-03-14T03:47:55.191Z,2026-03-14T03:47:55.191Z,newsletter,everyone,Introducing Theorist.ai,Knowing Enough to Distrust the Machine,
190873692.five-senses-one-song,2026-03-13T20:30:28.296Z,true,2026-03-13T20:30:28.444Z,2026-03-13T20:30:28.444Z,podcast,everyone,"Five Senses, One Song ",How AI Educational Music Teaches 3–5 Year Olds Without Them Knowing They're Learning,
190159330.river-mumma-calling-how-a-song-crosses,2026-03-09T16:45:22.350Z,true,2026-03-09T16:45:22.531Z,2026-03-09T16:45:22.531Z,podcast,everyone,River Mumma Calling: How a Song Crosses From Text to Sound,A Narrative Guide to the Lyrical Literacy → Suno Pipeline,
190066583.the-algorithmic-arbitrator-your-career,2026-03-06T03:11:56.727Z,true,2026-03-06T03:11:56.853Z,2026-03-06T03:11:56.853Z,newsletter,everyone,The Algorithmic Arbitrator: Your Career as a Credit Score,A new lawsuit exposes the AI system quietly deciding whether your job application ever reaches a human.,
189929324.roseline-abara-the-ghost-artist,2026-03-13T19:13:20.468Z,true,2026-03-13T19:13:20.635Z,2026-03-13T19:13:20.635Z,newsletter,everyone,Meet Roseline Abara - The Ghost Artist,Every fable has a lesson. Every lesson has a song. Roseline knows both.,
189910675.the-gap-between-the-model-and-the,2026-03-04T19:18:45.093Z,true,2026-03-04T19:18:45.474Z,2026-03-04T19:18:45.474Z,newsletter,everyone,The Gap Between the Model and the World,Ameya Padwad and the Engineering That Happens After the Algorithm Works,
189832552.nana-coree-teaching-a-ghost-to-sing,2026-03-06T19:27:10.260Z,true,2026-03-06T19:27:10.479Z,2026-03-06T19:27:10.479Z,podcast,everyone,Nana Coree: Teaching a Ghost to Sing,A Narrative Guide to the Lyrical Literacy Tool ,
189724770.the-builder-who-said-no,2026-03-03T02:29:41.282Z,true,2026-03-03T02:29:41.439Z,2026-03-03T02:29:41.439Z,newsletter,everyone,The Builder Who Said No,Advaith Krishna Vasisht and the Architecture of Principled Engineering,
189718339.the-engineer-who-fixes-what-nobody,2026-03-03T00:54:33.766Z,true,2026-03-03T00:54:34.076Z,2026-03-03T00:54:34.076Z,newsletter,everyone,The Engineer Who Fixes What Nobody Asked Him To Fix,Sayam Khatri and the Question of What Graduate Education Is Actually For,
189704746.causal-inference,2026-03-02T22:07:47.780Z,true,2026-03-02T22:07:47.954Z,2026-03-02T22:07:47.954Z,newsletter,everyone,Causal Inference,MIT Press Essential Knowledge Series | Paul Rosenbaum,
189070452.the-memory-problem-what-your-ai-cant,2026-02-24T22:05:58.124Z,true,2026-02-24T22:05:58.427Z,2026-02-24T22:05:58.427Z,newsletter,everyone,The Memory Problem - What Your AI Can't Remember,How AI's Dirty Secret Is Reshaping the Way Companies Actually Build Intelligence ,
189060565.born-bilingual-language-window-neuroscience-music,,false,,,newsletter,everyone,,,
189051319.baby-language-window-neuroscience-music,,false,,,newsletter,only_paid,,,
188852120.the-infrastructure-of-good,2026-02-23T00:44:32.359Z,true,,,newsletter,everyone,The Infrastructure of Good,What Seventeen Projects Reveal About How Change Actually Gets Built,
188392304.the-testimony-machine-ai-empathy,2026-02-18T16:14:40.608Z,true,2026-02-18T16:14:40.687Z,2026-02-18T16:14:40.687Z,newsletter,everyone,"The Testimony Machine: AI, Empathy, and the Storytelling Infrastructure Homes of Hope Deserves",How Humanitarians AI might help Homes of Hope ,
188227034.the-raman-effect-project-building,2026-02-17T06:36:23.751Z,true,2026-02-17T06:36:23.852Z,2026-02-17T06:36:23.852Z,podcast,everyone,The RAMAN Effect Project: Building the Bridge Between Laboratory Promise and Public Health Reality,How one university research initiative embodies both the transformative potential and the honest challenges of bringing AI-powered wastewater surveillance from concept to deployment,
188223531.mycroft-project-portfolio-2025-ai,2026-02-17T06:37:28.502Z,true,2026-02-17T06:37:28.600Z,2026-02-17T06:37:28.600Z,newsletter,everyone,Mycroft Project Portfolio 2025: AI-Powered Financial Intelligence Systems,A Short Introduction for Fellows,
188221597.corporate-finance-with-llms-mycroft,2026-02-17T04:50:04.670Z,true,2026-02-17T04:50:04.835Z,2026-02-17T04:50:04.835Z,newsletter,everyone,Corporate Finance with LLMs - Mycroft Series,A Short Introduction for Fellows,
188220279.computational-finance-with-llms-mycroft,2026-02-17T04:28:59.665Z,true,2026-02-17T04:28:59.754Z,2026-02-17T04:28:59.754Z,newsletter,everyone,Computational Finance with LLMs - Mycroft Series,A Short Introduction for Fellows,
188220135.financial-engineering-with-llms-mycroft,2026-02-17T04:22:35.452Z,true,2026-02-17T04:22:35.566Z,2026-02-17T04:22:35.566Z,newsletter,everyone,Financial Engineering with LLMs: Mycroft Series,A Short Introduction for Fellows,
188213787.understanding-is-not-a-luxury,2026-02-26T02:34:09.680Z,true,2026-02-26T02:34:10.059Z,2026-02-26T02:34:10.059Z,newsletter,everyone,Understanding Is Not a Luxury,"When We Stopped Asking Why, We Started Getting Things Wrong",
188202904.ats-job-scraper-and-job-board-platform,2026-02-17T00:11:33.101Z,true,2026-02-17T00:11:33.229Z,2026-02-17T00:11:33.229Z,newsletter,everyone,ATS Job Scraper & Job Board Platform,Product Scope Document,
188186634.subby-the-writing-tool-you-didnt,2026-02-16T20:58:16.605Z,true,2026-02-16T20:58:16.730Z,2026-02-16T20:58:16.730Z,newsletter,everyone,Subby: The Writing Tool You Didn’t Know You Needed,Until You See What It Actually Does,
188183951.the-chromatic-manipulation,2026-02-19T17:10:33.824Z,true,2026-02-19T17:10:33.958Z,2026-02-19T17:10:33.958Z,newsletter,everyone,The Chromatic Manipulation,"Inside the science of how children's media engineers your toddler's brain, one carefully calibrated hue at a time.",
188153811.the-song-that-lied-to-you,2026-02-17T20:00:33.925Z,true,2026-02-17T20:00:34.039Z,2026-02-17T20:00:34.039Z,newsletter,everyone, The Song That Lied to You,How a Children's Rhyme Reveals Everything About the Way We Process Language and Why We Can't Stop Inventing Dark Histories,
188100608.teaching-with-ai-a-practical-guide,,false,,,newsletter,only_paid,,,
188098695.analysis-of-longitudinal-data-with,,false,,,newsletter,only_paid,,,
188052016.reinforcement-learning-an-introduction,2026-02-15T17:10:41.817Z,true,2026-02-15T17:10:41.917Z,2026-02-15T17:10:41.917Z,newsletter,everyone,Reinforcement Learning: An Introduction — A Comprehensive Mapping,Sutton & Barto – Complete Chapter Analysis,
187992309.influence-science-and-practice,2026-02-14T22:57:08.381Z,true,2026-02-14T22:57:08.466Z,2026-02-14T22:57:08.466Z,newsletter,everyone,Influence: Science and Practice,How Cialdini Built a Persuasion Framework That Actually Works,
187991559.the-lever-dataset-what-1400-jobs,2026-02-14T22:47:15.952Z,true,2026-02-14T22:47:16.054Z,2026-02-14T22:47:16.054Z,newsletter,everyone,"The Lever Dataset: What 1,400 Jobs Across 133 Companies Teach You About Actually Getting Hired","The weekly Lever jobs, February 14, 2026",
187931382.the-weekly-harvest-what-engineering,2026-02-14T07:05:25.100Z,true,2026-02-14T07:05:25.182Z,2026-02-14T07:05:25.182Z,newsletter,everyone,"The Weekly Harvest: What Engineering Students Should Do With 6,718 Jobs That Refresh Every Seven Days","February 13, 2026 Greenhouse jobs",
187926944.the-architecture-of-recognition-how,2026-02-14T05:04:50.909Z,true,2026-02-14T05:04:51.097Z,2026-02-14T05:04:51.097Z,newsletter,everyone,The Architecture of Recognition: How Ancient Psychology Became a $3 Trillion Strategy,,
187923801.80-days-data-february-13-2026-full,2026-02-14T03:47:02.139Z,true,2026-02-14T03:47:02.310Z,2026-02-14T03:47:02.310Z,newsletter,only_paid,"80 Days Data February 13, 2026 (Full Data & H1B Mapping)","Even though it is a work in progress, we will be uploading the 80 days data once a week",
187923496.80-days-data-february-13-2026-sample,2026-02-14T03:45:20.645Z,true,2026-02-14T03:45:20.741Z,2026-02-14T03:45:20.741Z,newsletter,everyone,"80 Days Data February 13, 2026 (Sample)","Even though it is a work in progress, we will be uploading the 80 days data once a week",
187895667.how-to-find-a-job-when-the-system,2026-02-13T20:06:30.355Z,true,2026-02-13T20:06:30.441Z,2026-02-13T20:06:30.441Z,newsletter,everyone,How to Find a Job When the System Won't Let You Search,,
187717127.the-signal-and-the-noise-why-so-many,2026-02-12T06:41:45.923Z,true,2026-02-12T06:41:46.026Z,2026-02-12T06:41:46.026Z,newsletter,everyone,The Signal and the Noise: Why So Many Predictions Fail - but Some Don't,,
187716492.the-evolution-of-cooperation,2026-02-12T06:27:17.553Z,true,2026-02-12T06:27:17.636Z,2026-02-12T06:27:17.636Z,newsletter,everyone,The Evolution Of Cooperation,A Game Theorist's Guide to Getting Along,
187715987.the-secret-lives-of-numbers-a-hidden,2026-02-12T06:16:22.223Z,true,2026-02-12T06:16:22.324Z,2026-02-12T06:16:22.324Z,newsletter,everyone,The Secret Lives of Numbers: A Hidden History of Math’s Unsung Trailblazers,,
187715565.how-music-works-audible,2026-02-12T06:02:23.927Z,true,2026-02-12T06:02:24.011Z,2026-02-12T06:02:24.011Z,newsletter,everyone,How Music Works,"A Literary Exploration of Sound, Space, and Technology",
187656401.why-120-bpm-works-the-hidden-mathematics,2026-02-11T17:49:22.289Z,true,2026-02-11T17:49:22.382Z,2026-02-11T17:49:22.382Z,newsletter,everyone,Why 120 BPM Works: The Hidden Mathematics of Children's Music,How neuroscientists discovered that the secret to learning isn't what children hear—it's when they hear it,
187655242.the-two-hertz-revolution-why-your,2026-02-11T17:40:40.989Z,true,2026-02-11T17:40:41.087Z,2026-02-11T17:40:41.087Z,newsletter,everyone,The Two-Hertz Revolution: Why Your Child's Brain Is Wired for Sesame Street,The Hidden Mathematics of Sesame Street,
187632845.calling-bullshit-the-art-of-skepticism,2026-02-11T18:39:39.352Z,true,2026-02-11T18:39:39.474Z,2026-02-11T18:39:39.474Z,newsletter,everyone,Calling Bullshit: The Art of Skepticism in a Data-Driven World,The Art of Skepticism in a Data-Driven World,
187597661.the-book-of-why-the-new-science-of,2026-02-11T05:36:30.457Z,true,2026-02-11T05:36:30.549Z,2026-02-11T05:36:30.549Z,newsletter,everyone,The Book of Why: The New Science of Cause and Effect,The Mathematics of What If:,
187597036.the-basic-laws-of-human-stupidity,2026-02-11T05:27:46.662Z,true,2026-02-11T05:27:46.768Z,2026-02-11T05:27:46.768Z,newsletter,everyone,The Basic Laws of Human Stupidity,The Algebra of Ruin,
187588681.the-art-of-statistics-how-to-learn,2026-02-11T02:57:35.157Z,true,2026-02-11T02:57:35.246Z,2026-02-11T02:57:35.246Z,newsletter,everyone,The Art of Statistics: How to Learn from Data,When Numbers Tell Murder Stories:,
187588028.review-the-alignment-problem-machine,2026-02-11T02:44:27.113Z,true,2026-02-11T02:44:27.204Z,2026-02-11T02:44:27.204Z,newsletter,everyone,Review - The Alignment Problem: Machine Learning and Human Values,Brian Christian’s Reckoning with Machine Learning,
187587229.review-talking-to-strangers-what,2026-02-11T02:34:24.732Z,true,2026-02-11T02:34:24.823Z,2026-02-11T02:34:24.823Z,newsletter,everyone,Review - Talking to Strangers: What We Should Know about the People We Don't Know ,A Provocative Exploration of Misunderstanding with Uneven Execution,
187586689.review-standard-deviations,2026-02-11T02:25:37.051Z,true,2026-02-11T02:25:37.154Z,2026-02-11T02:25:37.154Z,newsletter,everyone,Review: Standard Deviations:,"Flawed Assumptions, Tortured Data, and Other Ways to Lie with Statistics ",
187586209.review-skin-in-the-game,2026-02-11T02:16:17.973Z,true,2026-02-11T02:16:18.070Z,2026-02-11T02:16:18.070Z,newsletter,everyone,Review - Skin in the Game,Hidden Asymmetries in Daily Life,
187585639.review-science-fictions,2026-02-11T02:08:18.638Z,true,2026-02-11T02:08:18.734Z,2026-02-11T02:08:18.734Z,newsletter,everyone,Review: Science Fictions,"How Fraud, Bias, Negligence, and Hype Undermine the Search for Truth ",
187584732.review-revenge-of-the-tipping-point,2026-02-11T01:55:41.307Z,true,2026-02-11T01:55:41.394Z,2026-02-11T01:55:41.394Z,newsletter,everyone,Review - Revenge of the Tipping Point,"Overstories, Superspreaders, and the Rise of Social Engineering",
187584023.review-naked-statistics-stripping,2026-02-11T01:43:29.689Z,true,2026-02-11T01:43:29.783Z,2026-02-11T01:43:29.783Z,newsletter,everyone,Review - Naked Statistics: Stripping the Dread from the Data ,The Democracy of Numbers:,
187583353.review-david-and-goliath-underdogs,2026-02-11T01:41:19.734Z,true,2026-02-11T01:41:19.832Z,2026-02-11T01:41:19.832Z,newsletter,everyone,"Review - David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",,
187582712.review-co-intelligence-living-and,2026-02-11T01:24:06.532Z,true,2026-02-11T01:24:06.648Z,2026-02-11T01:24:06.648Z,newsletter,everyone,Review - Co-Intelligence: Living and Working with AI,The Professor Who Stayed Awake,
187581798.review-blinkthe-power-of-thinking,2026-02-11T01:12:35.225Z,true,2026-02-11T01:12:35.316Z,2026-02-11T01:12:35.316Z,newsletter,everyone,Review - Blink:The Power of Thinking Without Thinking,The Two-Second Oracle: Malcolm Gladwell's Archaeology of Intuition,
187580883.review-antifragile-things-that-gain,2026-02-11T00:57:43.764Z,true,2026-02-11T00:57:43.875Z,2026-02-11T00:57:43.875Z,newsletter,everyone,Review - Antifragile: Things That Gain from Disorder,"Taleb discovers that nonlinearity and asymmetry matter more than we think in complex systems, then ruins a genuinely important insight by assuming it explains everything",
187478092.the-certainty-machine,2026-02-10T04:32:21.014Z,true,2026-02-10T04:32:21.144Z,2026-02-10T04:32:21.144Z,newsletter,everyone,The Certainty Machine,Bernoulli's Fallacy: Statistical Illogic and the Crisis of Modern Science,
187469902.80-days-to-stay-sayam-khatris-llm,2026-02-10T02:46:38.055Z,true,2026-02-10T02:46:38.193Z,2026-02-10T02:46:38.193Z,newsletter,everyone,80 Days to Stay: Sayam Khatri's LLM-Powered Website Extraction Agent,International Student Job Search Tool,
187451912.progress-report-80-days-to-stay,2026-02-09T22:32:30.547Z,true,2026-02-09T22:32:30.688Z,2026-02-09T22:32:30.688Z,newsletter,everyone,Progress Report - 80 Days to Stay,"The ""80 Days to Stay"" project has successfully merged SEC funding data, DOL visa records, and USCIS H-1B statistics into a 30,370-company CSV dataset revealing 28,800 funded employers.",
187436920.teaching-an-old-model-new-tricks,2026-02-09T20:08:38.297Z,true,2026-02-09T20:08:38.459Z,2026-02-09T20:08:38.459Z,newsletter,everyone,Teaching an Old Model New Tricks,The Wild Ride of Fine-Tuning Language Models for Historical Text,
187431190.the-documentation-doctrine,2026-02-09T19:10:41.848Z,true,2026-02-09T19:10:42.019Z,2026-02-09T19:10:42.019Z,newsletter,everyone,The Documentation Doctrine,Supriya Kushwaha's Mission to Make Volunteer Work Actually Reproducible,
187429506.the-revenue-lie-detector-rithanya,2026-02-09T18:57:00.362Z,true,2026-02-09T18:57:00.492Z,2026-02-09T18:57:00.492Z,newsletter,everyone,The Revenue Lie Detector: Rithanya Chandran's Four-Week Sprint to Catch Financial Fraud Before It Metastasizes,A recent analytics grad wants to build an AI system that spots revenue forecast fragility in public company filings before investors get blindsided. ,
187425133.referme-ameya-padwads-referral-automation,2026-02-09T18:16:30.754Z,true,2026-02-09T18:16:30.860Z,2026-02-09T18:16:30.860Z,newsletter,everyone,ReferMe: Ameya Padwad's Referral Automation Engine,How one international student is building a network-to-opportunity matching tool while racing the visa clock—a case study in ambitious scope and first-month realities,
187421148.what-did-godel-actually-prove,2026-02-09T17:40:12.942Z,true,2026-02-09T17:40:13.071Z,2026-02-09T17:40:13.071Z,newsletter,everyone,What Did Gödel Actually Prove?,And Why Should Anyone Who Writes Code Care?,
187418881.the-artificial-intelligence-crossroads,2026-02-09T17:30:39.194Z,true,2026-02-09T17:30:39.334Z,2026-02-09T17:30:39.334Z,newsletter,everyone,The Artificial Intelligence Crossroads,A Strategic Decision on AI Implementation,
187414552.the-walled-garden-problem,2026-02-09T17:03:25.973Z,true,2026-02-09T17:03:26.088Z,2026-02-09T17:03:26.088Z,newsletter,everyone,The Walled Garden Problem,Hour three of scrolling Substack. I'm supposed to be grading midterms.,
187362489.when-algorithms-become-wisdom,2026-02-09T06:13:56.263Z,true,2026-02-09T06:13:56.368Z,2026-02-09T06:13:56.368Z,newsletter,everyone,When Algorithms Become Wisdom,The Computational Architecture of Human Choice,
187360671.the-productivity-paradox-nobody-wants,2026-02-09T05:44:21.205Z,true,2026-02-09T05:44:21.335Z,2026-02-09T05:44:21.335Z,newsletter,everyone, The Productivity Paradox Nobody Wants to Hear,AI shifts work from writing to deciding,
187360150.the-question-nobodys-asking-about,2026-02-09T05:30:53.734Z,true,2026-02-09T05:30:53.858Z,2026-02-09T05:30:53.858Z,newsletter,everyone,"The Question Nobody's Asking About the ""End of Programming""",AI won’t make software engineers obsolete,
187359277.the-markets-involuntary-confession,2026-02-09T05:09:58.147Z,true,2026-02-09T05:09:58.259Z,2026-02-09T05:09:58.259Z,newsletter,everyone, The Market's Involuntary Confession,A Dialogue on What Stock Prices Know About Power,
187358583.the-chart-everyones-reading-wrong,2026-02-09T04:59:48.699Z,true,2026-02-09T04:59:48.826Z,2026-02-09T04:59:48.826Z,newsletter,everyone,The Chart Everyone's Reading Wrong,A conversation with Professor Bear about the most dangerous graph in software engineering,
187357800.can-you-teach-a-machine-to-remember,2026-02-09T04:42:57.482Z,true,2026-02-09T04:42:57.617Z,2026-02-09T04:42:57.617Z,newsletter,everyone,Can You Teach a Machine to Remember What Was Never Recorded?,Using LLMs as a Ouija Board,
187356696.why-are-you-about-to-waste-47000,2026-02-09T04:18:56.489Z,true,2026-02-09T04:18:56.603Z,2026-02-09T04:18:56.603Z,newsletter,everyone,"Why Are You About to Waste $47,000?",Using LLMs to audit your survey before it goes live,
187355937.the-llm-visibility-trap,2026-02-09T04:07:19.326Z,true,2026-02-09T04:07:19.448Z,2026-02-09T04:07:19.448Z,newsletter,everyone,The LLM Visibility Trap,Or: Why Your Brand Disappeared and You Didn't Notice,
187354879.what-did-i-actually-prove,2026-02-09T03:43:59.719Z,true,2026-02-09T03:43:59.865Z,2026-02-09T03:43:59.865Z,podcast,everyone,What Did I Actually Prove?,What do dancing frogs have to do with Sesame Street,
187353045.book-review-calling-bullshit-the,2026-02-09T03:08:57.886Z,true,2026-02-09T03:08:58.046Z,2026-02-09T03:08:58.046Z,newsletter,everyone,Book Review - Calling Bullshit: The Art of Skepticism in a Data-Driven World,The Calculus of Truth: Inside the War on Bullshit,
187171734.the-algorithm-that-knows-your-future,2026-02-07T06:02:55.415Z,true,2026-02-07T06:02:55.574Z,2026-02-07T06:02:55.574Z,podcast,everyone,The Algorithm That Knows Your Future (Or Thinks It Does), Darshan's Financial Goal Simulator,
187171289.80-days-to-stay-building-a-lifeline,2026-02-07T05:54:03.982Z,true,2026-02-07T05:54:04.127Z,2026-02-07T05:54:04.127Z,newsletter,everyone,80 Days to Stay: Building a Lifeline from Public Data,Using Public Data to Find VISA Sponsoring Companies,
187168759.how-to-actually-find-companies-that,2026-02-07T05:14:51.641Z,true,2026-02-07T05:14:51.762Z,2026-02-07T05:14:51.762Z,newsletter,everyone,How to Actually Find Companies That Will Sponsor You,Using Visa Data to Beat the Invisible Filter,
187165386.the-boyle-system-a-lab-that-lives,2026-02-07T04:04:50.953Z,true,2026-02-07T04:04:51.127Z,2026-02-07T04:04:51.127Z,newsletter,everyone,The Boyle System - a Lab That Lives in the Cloud,How a Group of International Students Create Scientific Documentation for the Age of AI,
187159522.the-singing-brain,2026-02-07T02:26:45.127Z,true,2026-02-07T02:26:45.260Z,2026-02-07T02:26:45.260Z,podcast,everyone,The Singing Brain,How one nonprofit is democratizing neuroscience to close educational gaps,
187155557.humanitarians-ai-learning-ai-by-doing,2026-02-07T01:23:31.182Z,true,2026-02-07T01:23:31.352Z,2026-02-07T01:23:31.352Z,newsletter,everyone,Humanitarians AI: Learning AI by Doing AI,Experiential AI,
187051143.the-proof-or-the-pedigree-why-your,2026-02-06T03:41:58.502Z,true,2026-02-06T03:41:58.616Z,2026-02-06T03:41:58.616Z,newsletter,everyone,The Proof or the Pedigree: Why Your Code Doesn't Matter (Yet),Dhruv's Github Trust Engine,
187050106.rithanyas-revenue-forecasting-bullshit,2026-02-06T03:32:52.055Z,true,2026-02-06T03:32:52.182Z,2026-02-06T03:32:52.182Z,newsletter,everyone,Rithanya's Revenue Forecasting Bullshit Detector,,
187042164.the-architecture-of-proof-why-human,2026-02-06T01:16:27.954Z,true,2026-02-06T01:16:28.080Z,2026-02-06T01:16:28.080Z,newsletter,everyone,The Architecture of Proof: Why Human Judgment Scales Better Than You Might Think,From Proxy Signals to Proved Competence.,
187020745.research-proposal-real-time-brand,2026-02-05T20:43:43.539Z,true,2026-02-05T20:43:43.718Z,2026-02-05T20:43:43.718Z,newsletter,everyone,Research Proposal: Real-Time Brand Voice Consistency Detection Across Platforms,Fictional research proposal as an example,
187012750.how-to-write-a-research-proposal,2026-02-05T19:30:07.564Z,true,2026-02-05T19:30:07.710Z,2026-02-05T19:30:07.710Z,newsletter,everyone,How to Write a Research Proposal That Doesn't Suck,"A template for students, volunteers, and anyone who needs to convince someone their idea is worth doing",
187009061.project-proposal-volatility-surface,2026-02-05T18:53:02.632Z,true,2026-02-05T18:53:02.810Z,2026-02-05T18:53:02.810Z,newsletter,everyone,Project Proposal: Volatility Surface Analysis for Event-Driven Alpha,A systematic research study to validate whether retail-accessible options market analysis provides predictive sentiment value,
186992270.why-your-resume-is-killing-your-huntington,2026-02-05T16:26:49.768Z,true,2026-02-05T16:26:49.919Z,2026-02-05T16:26:49.919Z,newsletter,everyone,Why Your Resume is Killing Your Huntington 100 Nomination (And What to Send Me Instead),What Professor Bear requires for a Huntington 100 nomination ,
186885361.the-author-and-the-character-teaching,2026-02-04T17:55:14.486Z,true,2026-02-04T17:55:14.618Z,2026-02-04T17:55:14.618Z,podcast,everyone,The Author and the Character: Teaching Jane Austen Through AI Resurrection,Jane interviews her most famous character Emma Woodhouse,
186884278.the-fire-in-the-fan-teaching-rebellion,2026-02-04T17:41:44.654Z,true,2026-02-04T17:41:44.826Z,2026-02-04T17:41:44.826Z,podcast,everyone,The Fire in the Fan: Teaching Rebellion Through Jane Austen's Grammar,Using AI to Understand Jane Austen,
186867995.wait-youre-using-ai-to-invest-in,2026-02-07T05:48:39.615Z,true,2026-02-07T05:48:39.743Z,2026-02-07T05:48:39.743Z,newsletter,everyone,"Wait, You're Using AI to Invest... in AI?","""Okay, so what's Mycroft?""",
